customer_id,name,email,country,age,age_group,signup_date,marketing_opt_in,total_orders,total_spend_usd,avg_order_value,avg_discount_pct,first_order_date,last_order_date,preferred_payment,preferred_device_ord,preferred_source,top_category_bought,avg_rating_given,total_sessions,preferred_device_sess,preferred_source_sess,first_session_date,last_session_date,has_abandoned_cart,clv_tier,is_repeat_customer
7176,Maria Horton,qduarte@example.net,SG,40,35-44,2020-06-25,True,3,131.6,43.87,8.33,2020-10-25T10:17:21,2025-01-07T15:28:18,card,mobile,referral,Books,,4,mobile,referral,2020-10-25T08:43:21,2025-01-07T15:02:18,0,low,1
7177,David Pittman,bennettbradley@example.com,NL,56,55+,2023-01-04,False,3,105.96,35.32,3.33,2020-03-12T05:10:31,2025-10-04T02:19:02,card,mobile,organic,Beauty,,6,mobile,organic,2020-03-12T03:31:31,2025-10-04T00:10:02,0,low,1
7178,Bryan Lamb,sharonglenn@example.org,GB,24,18-24,2022-05-08,True,0,0.0,0.0,0.0,,,,,,,,1,desktop,social,2021-06-18T07:50:24,2021-06-18T07:50:24,1,no_purchase,0
7179,Dwayne Rodriguez,kimberly38@example.org,US,32,25-34,2024-07-30,False,2,89.58,44.79,0.0,2021-12-11T14:06:49,2025-03-06T18:16:23,card,desktop,paid,Fashion,,8,mobile,direct,2020-11-03T12:27:06,2025-09-15T09:02:13,0,low,1
7180,Melanie Huerta,gutierrezbilly@example.com,ZA,73,55+,2020-09-02,True,0,0.0,0.0,0.0,,,,,,,,2,desktop,direct,2022-09-23T10:22:15,2023-05-25T03:56:27,1,no_purchase,0
7181,Susan Nichols,johnsonmichelle@example.org,GB,40,35-44,2021-01-16,True,2,125.83,62.92,7.5,2022-07-23T15:17:15,2025-05-24T04:30:17,card,mobile,direct,Fashion,,8,mobile,direct,2022-04-18T04:31:55,2025-05-24T02:42:17,0,low,1
7182,Brent Frey,matthewsmith@example.org,US,50,45-54,2023-10-28,False,0,0.0,0.0,0.0,,,,,,,,4,mobile,direct,2023-01-14T19:33:36,2025-07-07T09:36:58,1,no_purchase,0
7183,Mary Williams,edward34@example.org,ZA,28,25-34,2021-09-07,False,1,250.08,250.08,0.0,2021-08-10T06:20:46,2021-08-10T06:20:46,wallet,desktop,email,Home & Kitchen,,3,desktop,email,2021-08-10T05:06:46,2025-09-13T02:04:36,0,medium,0
7184,Jeremy Martin,qcole@example.org,IN,38,35-44,2025-02-19,True,3,465.5,155.17,6.67,2020-07-22T01:04:58,2022-02-09T11:28:01,card,mobile,direct,Fashion,,5,mobile,email,2020-07-21T23:40:58,2024-10-20T03:59:32,0,medium,1
7185,Wanda Stein,zfreeman@example.com,US,41,35-44,2021-11-05,True,3,99.56,33.19,3.33,2021-01-13T10:24:22,2023-11-24T15:49:51,card,mobile,organic,Books,,9,mobile,organic,2020-03-03T09:16:58,2025-06-17T01:20:10,0,low,1
7186,Kelsey Johnson,kristine23@example.org,IN,31,25-34,2020-05-04,True,1,189.38,189.38,0.0,2023-02-12T09:10:14,2023-02-12T09:10:14,card,tablet,organic,Beauty,,3,tablet,organic,2021-09-20T03:49:18,2025-03-16T09:54:55,0,low,0
7187,Michelle Morgan,donaldcox@example.com,DE,50,45-54,2023-06-13,False,0,0.0,0.0,0.0,,,,,,,,1,tablet,direct,2025-04-30T18:35:27,2025-04-30T18:35:27,1,no_purchase,0
7188,Thomas Chandler,john02@example.com,AE,34,25-34,2021-01-06,True,3,557.9,185.97,1.67,2021-12-07T13:50:37,2023-06-11T15:19:26,card,desktop,direct,Beauty,,9,desktop,direct,2021-03-21T20:19:20,2025-04-15T21:01:45,0,medium,1
7189,Susan Robinson,jessica80@example.com,JP,33,25-34,2024-02-14,False,1,31.09,31.09,20.0,2023-02-15T06:49:25,2023-02-15T06:49:25,card,tablet,organic,Toys,,6,desktop,organic,2022-04-22T17:11:32,2025-03-15T18:11:50,0,low,0
7190,Kelly Richmond,michael55@example.org,SG,35,35-44,2022-04-17,False,0,0.0,0.0,0.0,,,,,,,,3,mobile,direct,2024-09-09T06:46:53,2025-03-31T17:31:36,1,no_purchase,0
7191,Eric Barker,julie33@example.net,BR,24,18-24,2021-05-10,False,1,151.12,151.12,5.0,2020-03-31T06:06:36,2020-03-31T06:06:36,paypal,mobile,social,Sports,,7,mobile,organic,2020-01-30T04:33:33,2025-10-31T01:25:12,0,low,0
7192,Andrew Clark,samuelvargas@example.org,GB,35,35-44,2021-11-28,True,1,7.39,7.39,0.0,2024-02-23T09:32:56,2024-02-23T09:32:56,card,desktop,direct,Books,,6,desktop,direct,2022-01-07T04:03:48,2025-08-03T17:20:55,0,low,0
7193,Michael Rios DDS,ernestjackson@example.net,US,20,18-24,2021-05-07,True,4,311.0,77.75,3.75,2020-09-19T06:31:21,2023-11-26T15:50:19,card,mobile,organic,Beauty,4.0,9,mobile,organic,2020-07-07T13:33:24,2025-09-16T06:28:04,0,medium,1
7194,William Daniel,russellcrawford@example.org,AU,62,55+,2020-09-19,False,2,236.3,118.15,12.5,2020-10-25T20:24:45,2020-11-02T20:55:47,card,desktop,organic,Electronics,4.0,7,mobile,direct,2020-07-14T13:19:39,2023-03-14T02:41:53,0,medium,1
7195,Kathryn Lyons,jasonhernandez@example.com,US,65,55+,2024-01-25,False,2,191.54,95.77,0.0,2020-06-17T20:45:01,2023-08-15T16:36:57,card,desktop,direct,Books,,5,mobile,organic,2020-06-17T19:45:01,2025-09-30T00:51:45,0,low,1
7196,Austin Diaz,hallen@example.net,FR,59,55+,2025-02-17,True,1,215.81,215.81,0.0,2021-09-03T08:45:21,2021-09-03T08:45:21,card,mobile,direct,Electronics,,2,desktop,direct,2021-09-03T07:30:21,2025-10-09T01:16:13,0,medium,0
7197,Paul Freeman,talvarez@example.net,DE,39,35-44,2025-04-06,False,5,1137.21,227.44,0.0,2022-02-09T20:16:10,2023-12-06T18:59:25,cod,mobile,referral,Fashion,4.5,9,desktop,organic,2020-03-30T00:50:12,2023-12-06T16:53:25,0,high,1
7198,Ashley Pearson,warrenbrian@example.net,DE,56,55+,2021-03-04,True,1,74.9,74.9,5.0,2024-09-21T19:07:31,2024-09-21T19:07:31,card,desktop,organic,Fashion,,4,mobile,referral,2022-07-20T03:51:26,2025-08-15T08:57:56,0,low,0
7199,James Harris,tmartin@example.com,GB,31,25-34,2022-07-13,True,1,17.55,17.55,10.0,2020-11-05T16:41:48,2020-11-05T16:41:48,cod,desktop,paid,Beauty,,7,mobile,direct,2020-11-05T16:14:48,2023-11-22T08:01:33,0,low,0
7200,Ashley Garner,caseybrandon@example.org,JP,21,18-24,2025-06-03,False,1,88.18,88.18,5.0,2021-01-26T08:49:15,2021-01-26T08:49:15,card,mobile,organic,Toys,,4,mobile,organic,2021-01-26T07:08:15,2023-02-15T10:38:03,0,low,0
7201,Charles Miller,tarastokes@example.org,US,71,55+,2025-06-23,True,1,250.46,250.46,10.0,2020-01-18T02:16:16,2020-01-18T02:16:16,card,desktop,direct,Home & Kitchen,,2,desktop,direct,2020-01-18T00:17:16,2023-03-09T04:05:02,0,medium,0
7202,Ashley Copeland,jonathanroberts@example.net,GB,31,25-34,2022-06-01,False,4,372.8,93.2,6.25,2021-02-04T11:52:32,2023-07-04T17:29:47,card,desktop,direct,Electronics,5.0,7,desktop,direct,2020-07-05T04:01:01,2024-02-04T11:57:44,0,medium,1
7203,Lisa Graham,mcdonaldsamantha@example.com,BR,29,25-34,2025-01-25,True,1,436.59,436.59,5.0,2023-06-23T03:01:09,2023-06-23T03:01:09,card,mobile,direct,Sports,,4,mobile,direct,2021-08-24T02:11:31,2024-05-17T01:32:41,0,medium,0
7204,Kenneth Hunt,cranejessica@example.com,CA,36,35-44,2025-06-09,False,1,34.38,34.38,0.0,2024-05-23T03:00:16,2024-05-23T03:00:16,card,mobile,referral,Sports,,5,mobile,email,2022-06-18T06:05:28,2025-04-30T17:38:53,0,low,0
7205,Danielle Chapman,courtney24@example.net,AE,71,55+,2020-09-23,True,0,0.0,0.0,0.0,,,,,,,,8,mobile,direct,2020-08-26T16:59:07,2025-10-20T01:38:32,1,no_purchase,0
7206,Sandra Randall,dbrowning@example.org,AE,22,18-24,2025-06-30,False,1,33.58,33.58,20.0,2022-02-14T05:08:18,2022-02-14T05:08:18,card,mobile,direct,Toys,,11,desktop,direct,2020-05-02T16:52:30,2025-10-30T15:49:47,0,low,0
7207,David Green,sanchezkatrina@example.org,MX,47,45-54,2022-09-23,False,0,0.0,0.0,0.0,,,,,,,,4,mobile,organic,2021-01-23T03:11:53,2025-09-19T11:51:15,1,no_purchase,0
7208,Jessica Gonzalez,colleen61@example.com,ES,74,55+,2023-06-30,True,3,362.45,120.82,11.67,2022-11-24T22:27:42,2024-10-14T12:42:39,card,mobile,direct,Beauty,,7,mobile,direct,2021-08-04T20:13:59,2025-09-26T14:17:36,0,medium,1
7209,Aaron Garcia,kayla52@example.com,JP,39,35-44,2024-11-25,True,1,8.68,8.68,15.0,2021-02-01T17:45:01,2021-02-01T17:45:01,card,mobile,social,Books,,4,desktop,direct,2021-02-01T15:34:01,2024-08-26T16:51:07,0,low,0
7210,Kimberly Stewart,emurphy@example.com,AU,70,55+,2020-08-23,True,1,5.63,5.63,0.0,2023-11-18T12:38:04,2023-11-18T12:38:04,card,desktop,social,Beauty,2.0,7,desktop,direct,2020-08-06T05:28:59,2024-09-30T19:53:16,0,low,0
7211,Michael Smith,fdavis@example.org,GB,47,45-54,2023-11-21,True,1,258.26,258.26,15.0,2024-07-09T18:47:39,2024-07-09T18:47:39,wallet,mobile,paid,Toys,3.67,7,mobile,paid,2021-04-28T00:59:50,2024-12-30T07:26:09,0,medium,0
7212,Ricardo Thornton,toddwilliams@example.net,US,26,25-34,2020-03-26,True,0,0.0,0.0,0.0,,,,,,,,2,mobile,direct,2022-06-24T07:01:56,2023-08-31T07:13:33,1,no_purchase,0
7213,Daniel Smith,jason50@example.net,DE,64,55+,2025-04-27,False,1,93.2,93.2,0.0,2024-05-29T05:56:54,2024-05-29T05:56:54,card,desktop,paid,Toys,,8,mobile,organic,2021-11-14T10:39:44,2024-08-11T10:32:48,0,low,0
7214,Jason Mason,qburns@example.com,GB,23,18-24,2024-06-20,False,2,218.84,109.42,0.0,2020-02-24T00:33:47,2025-02-13T03:46:23,card,mobile,email,Books,,7,mobile,email,2020-02-11T01:59:17,2025-04-16T23:49:42,0,medium,1
7215,Tyler Edwards,davissteven@example.com,US,71,55+,2022-05-25,True,1,346.87,346.87,0.0,2020-08-02T03:20:27,2020-08-02T03:20:27,card,mobile,paid,Home & Kitchen,4.33,8,mobile,organic,2020-08-02T02:02:27,2025-03-15T10:43:21,0,medium,0
7216,Jeff Silva,michaelmoore@example.com,NL,30,25-34,2022-02-07,False,0,0.0,0.0,0.0,,,,,,,,4,mobile,organic,2020-01-08T06:22:00,2022-12-26T01:52:03,1,no_purchase,0
7217,Dr. Tyler Moore,ethompson@example.net,FR,69,55+,2025-02-16,True,1,708.95,708.95,0.0,2023-08-04T02:39:27,2023-08-04T02:39:27,card,mobile,social,Sports,,6,mobile,organic,2021-09-30T09:33:24,2024-05-20T05:17:59,0,medium,0
7218,Jessica Collins,brandi92@example.org,ES,30,25-34,2025-03-30,True,0,0.0,0.0,0.0,,,,,,,,4,mobile,organic,2021-01-29T21:54:37,2022-12-05T12:59:21,1,no_purchase,0
7219,Roger Baker,onichols@example.com,FR,19,18-24,2022-02-02,False,2,156.16,78.08,5.0,2024-10-12T01:20:44,2025-02-10T01:27:38,card,mobile,direct,Home & Kitchen,4.0,5,desktop,direct,2020-03-06T05:37:10,2025-02-10T00:14:38,0,low,1
7220,Randy Tyler,pbaldwin@example.org,JP,29,25-34,2023-11-05,True,3,400.03,133.34,11.67,2020-04-04T01:15:49,2024-03-27T22:05:47,card,mobile,organic,Toys,4.33,5,mobile,organic,2020-04-04T00:04:49,2025-03-24T12:59:46,0,medium,1
7221,Sharon Trevino,brownchloe@example.com,AU,60,55+,2024-05-13,True,2,542.7,271.35,0.0,2021-08-16T22:24:35,2024-05-06T18:42:38,card,desktop,organic,Books,,9,desktop,direct,2020-07-03T17:56:43,2024-10-28T10:44:34,0,medium,1
7222,David Martinez,sedwards@example.net,NL,26,25-34,2023-10-13,True,2,396.87,198.44,0.0,2022-07-07T01:45:01,2024-01-06T07:24:52,card,mobile,direct,Beauty,,5,mobile,organic,2022-04-23T21:09:12,2024-01-06T05:02:52,0,medium,1
7223,Cheyenne Carpenter,xbenson@example.org,NL,52,45-54,2023-02-25,False,1,105.98,105.98,10.0,2024-05-17T21:34:29,2024-05-17T21:34:29,card,mobile,email,Beauty,3.33,5,mobile,social,2020-03-01T23:35:53,2025-02-23T20:41:02,0,low,0
7224,Katie Hanna,shannongibson@example.org,NL,63,55+,2024-04-18,False,2,179.79,89.9,10.0,2021-06-14T11:38:07,2024-03-19T05:48:29,card,desktop,direct,Home & Kitchen,,8,mobile,direct,2020-01-27T14:28:11,2025-10-10T20:47:45,0,low,1
7225,Thomas Coleman,williamstimothy@example.org,JP,61,55+,2024-09-26,True,2,36.16,18.08,12.5,2020-02-16T13:37:16,2020-11-16T21:43:33,card,desktop,organic,Books,3.5,7,mobile,direct,2020-02-16T12:39:16,2024-03-17T18:29:49,0,low,1
7226,Valerie Farmer,joannagordon@example.net,GB,42,35-44,2024-05-17,True,3,87.32,29.11,3.33,2024-02-15T03:39:05,2025-07-04T08:09:52,card,desktop,email,Books,,7,desktop,referral,2022-01-29T01:32:49,2025-07-04T07:04:52,0,low,1
7227,Whitney Smith,tinadelgado@example.org,SE,21,18-24,2020-09-19,False,0,0.0,0.0,0.0,,,,,,,,8,mobile,organic,2020-07-04T18:32:49,2025-02-19T05:12:58,1,no_purchase,0
7228,Jordan Mayo,pereznancy@example.com,MX,70,55+,2023-01-10,False,2,261.24,130.62,15.0,2023-09-24T12:05:21,2024-03-15T08:09:10,card,desktop,direct,Sports,5.0,6,desktop,direct,2023-08-07T22:42:01,2025-04-30T02:21:49,0,medium,1
7229,Monica Bell,cooperdeborah@example.org,GB,54,45-54,2020-02-13,True,2,92.38,46.19,20.0,2022-11-03T07:32:51,2023-11-28T10:43:39,card,mobile,direct,Beauty,,3,mobile,direct,2022-06-23T12:07:55,2023-11-28T08:16:39,0,low,1
7230,Jeffrey Holloway,josephlewis@example.net,FR,34,25-34,2020-06-03,True,4,1156.19,289.05,3.75,2023-06-03T19:47:35,2025-09-15T22:31:04,card,desktop,organic,Home & Kitchen,,11,desktop,organic,2020-07-28T04:31:30,2025-09-15T20:47:04,0,high,1
7231,Kristi Bernard,joel84@example.com,JP,36,35-44,2025-05-30,True,0,0.0,0.0,0.0,,,,,,,,4,tablet,direct,2020-09-11T09:28:01,2025-10-30T22:59:40,1,no_purchase,0
7232,William Black,david98@example.org,BR,67,55+,2024-06-27,True,2,868.45,434.22,17.5,2020-09-15T20:35:39,2022-03-17T17:23:33,paypal,desktop,direct,Beauty,,4,mobile,organic,2020-09-15T17:29:39,2025-01-16T02:55:12,0,medium,1
7233,Ashley Buchanan,thomasdarren@example.net,IN,29,25-34,2025-05-07,True,0,0.0,0.0,0.0,,,,,,,,3,desktop,direct,2021-08-10T08:15:19,2023-06-24T09:55:52,1,no_purchase,0
7234,Crystal Miller,youngryan@example.org,MX,23,18-24,2024-10-18,True,1,231.57,231.57,0.0,2020-11-28T19:30:23,2020-11-28T19:30:23,card,desktop,email,Electronics,,8,mobile,direct,2020-07-01T05:43:17,2024-09-02T04:26:17,0,medium,0
7235,Heidi Schmidt,marissa92@example.com,ES,20,18-24,2023-05-10,False,0,0.0,0.0,0.0,,,,,,,,4,desktop,referral,2021-12-25T09:57:36,2025-04-28T05:48:38,1,no_purchase,0
7236,Lucas Houston,lcarr@example.net,SG,75,55+,2024-04-15,False,3,223.09,74.36,6.67,2020-09-29T18:19:07,2022-12-19T22:45:58,cod,desktop,direct,Beauty,,7,mobile,direct,2020-03-20T01:05:53,2024-07-23T22:34:57,0,medium,1
7237,Michelle Hammond,margaret23@example.net,US,49,45-54,2021-05-28,True,2,563.97,281.98,10.0,2020-03-23T05:21:39,2024-12-01T10:23:08,card,mobile,direct,Books,4.0,12,mobile,organic,2020-02-26T13:27:16,2024-12-01T09:31:08,0,medium,1
7238,Eric Nichols,lisa78@example.org,PL,60,55+,2023-03-09,False,1,49.28,49.28,0.0,2024-02-23T01:15:37,2024-02-23T01:15:37,card,desktop,social,Books,,4,mobile,organic,2020-11-19T17:39:06,2025-10-10T10:30:32,0,low,0
7239,Deborah Finley,littlerichard@example.org,SE,64,55+,2023-11-06,True,1,60.43,60.43,0.0,2023-01-21T02:26:51,2023-01-21T02:26:51,wallet,desktop,organic,Toys,,5,desktop,direct,2021-12-08T20:14:26,2025-04-07T12:44:39,0,low,0
7240,Hannah Richard,norma50@example.net,JP,29,25-34,2022-09-22,False,1,169.49,169.49,0.0,2023-09-10T13:07:42,2023-09-10T13:07:42,card,tablet,organic,Fashion,,3,mobile,organic,2021-05-27T08:05:16,2023-09-10T11:39:42,0,low,0
7241,Jessica Luna,christopher39@example.com,US,30,25-34,2024-07-09,True,1,65.08,65.08,5.0,2022-08-27T21:04:37,2022-08-27T21:04:37,card,mobile,email,Toys,,5,desktop,email,2020-04-06T00:12:43,2022-11-23T01:13:08,0,low,0
7242,Victoria Moore,kevinmueller@example.net,PL,33,25-34,2022-11-11,False,3,70.08,23.36,13.33,2020-11-16T15:13:45,2022-12-12T12:00:55,card,mobile,email,Toys,,11,mobile,organic,2020-11-16T14:08:45,2024-11-01T20:23:28,0,low,1
7243,David Richard,xtaylor@example.net,US,65,55+,2024-08-28,True,2,615.56,307.78,10.0,2022-07-06T03:56:59,2025-08-30T10:34:01,card,desktop,organic,Electronics,5.0,8,mobile,organic,2022-06-17T18:29:57,2025-08-30T08:06:01,0,medium,1
7244,Evan Lam,jacksontyler@example.com,US,20,18-24,2022-09-18,False,0,0.0,0.0,0.0,,,,,,,,5,desktop,direct,2022-06-21T21:32:09,2025-09-19T16:48:14,1,no_purchase,0
7245,Joshua Campbell,richard08@example.net,MX,35,35-44,2020-09-26,True,4,1092.71,273.18,1.25,2021-04-19T19:06:24,2025-10-12T05:35:17,card,desktop,organic,Electronics,,10,desktop,organic,2020-07-16T05:38:53,2025-10-12T03:48:17,0,high,1
7246,Douglas Petersen,llopez@example.net,FR,68,55+,2020-10-13,False,0,0.0,0.0,0.0,,,,,,,,3,desktop,direct,2021-01-03T14:54:04,2023-11-18T11:54:48,1,no_purchase,0
7247,Mary Guzman,ddavis@example.net,CA,41,35-44,2024-09-07,True,3,257.19,85.73,3.33,2023-11-26T18:33:25,2025-07-23T11:44:14,card,desktop,organic,Books,2.5,9,desktop,organic,2020-10-13T05:10:19,2025-10-30T11:18:27,0,medium,1
7248,Barry Sims,abigailgutierrez@example.net,AU,53,45-54,2025-06-27,True,1,56.86,56.86,20.0,2020-02-20T14:38:19,2020-02-20T14:38:19,paypal,desktop,direct,Beauty,,4,desktop,direct,2020-02-20T13:36:19,2020-12-29T19:05:48,0,low,0
7249,Daniel Garcia,wgoodman@example.net,SE,50,45-54,2020-12-14,True,0,0.0,0.0,0.0,,,,,,,,4,mobile,paid,2022-03-27T20:07:25,2023-10-09T04:31:11,1,no_purchase,0
7250,William Shelton,bnguyen@example.net,IN,42,35-44,2023-09-15,False,1,44.04,44.04,20.0,2022-07-05T08:41:50,2022-07-05T08:41:50,cod,desktop,paid,Beauty,4.0,2,desktop,organic,2022-07-05T07:54:50,2023-12-10T04:02:39,0,low,0
7251,Marissa Buck,tcastro@example.org,BR,44,35-44,2022-06-20,True,3,221.93,73.98,5.0,2020-10-13T02:25:25,2022-02-22T02:33:27,card,desktop,paid,Beauty,3.0,5,desktop,paid,2020-10-13T00:53:25,2025-03-25T03:50:31,0,medium,1
7252,Julia Jordan,traci61@example.org,US,56,55+,2021-03-27,True,1,498.68,498.68,20.0,2023-03-13T08:32:09,2023-03-13T08:32:09,card,desktop,email,Home & Kitchen,,5,mobile,direct,2020-01-06T10:05:00,2023-06-10T03:22:41,0,medium,0
7253,Lance Collins,austin99@example.net,BR,38,35-44,2022-05-28,True,2,152.46,76.23,17.5,2021-04-02T19:49:35,2025-05-20T16:42:30,wallet,mobile,organic,Books,,9,desktop,organic,2020-08-09T13:05:54,2025-08-08T17:36:49,0,low,1
7254,Kayla Medina,rruiz@example.net,AU,48,45-54,2023-10-24,True,1,28.39,28.39,20.0,2025-04-26T22:04:22,2025-04-26T22:04:22,card,mobile,paid,Fashion,4.0,7,mobile,paid,2020-08-18T00:52:33,2025-04-26T20:46:22,0,low,0
7255,Thomas Lara,llopez@example.org,BR,52,45-54,2023-02-12,True,2,213.07,106.54,0.0,2022-03-16T14:36:32,2022-07-07T00:48:05,card,mobile,direct,Books,,5,mobile,direct,2021-06-08T00:28:54,2024-12-04T00:38:07,0,medium,1
7256,Carrie Harris,npham@example.org,US,18,18-24,2025-04-20,True,1,248.7,248.7,20.0,2023-03-22T07:15:27,2023-03-22T07:15:27,card,desktop,organic,Electronics,,6,mobile,organic,2021-09-26T19:07:25,2023-10-20T14:06:24,0,medium,0
7257,James Sharp,paula52@example.org,US,52,45-54,2020-07-06,False,1,175.86,175.86,0.0,2020-11-17T17:17:48,2020-11-17T17:17:48,card,mobile,organic,Home & Kitchen,,5,mobile,organic,2020-11-17T15:05:48,2025-07-07T15:59:52,0,low,0
7258,William Martin,gilbertshane@example.com,US,63,55+,2025-05-26,False,1,98.9,98.9,20.0,2023-07-21T18:01:46,2023-07-21T18:01:46,card,mobile,email,Home & Kitchen,,6,desktop,organic,2021-09-12T20:54:02,2025-01-02T14:02:53,0,low,0
7259,Krista Pacheco,valexander@example.org,IN,36,35-44,2022-10-19,True,1,629.18,629.18,20.0,2020-08-08T04:26:46,2020-08-08T04:26:46,card,desktop,organic,Sports,,6,desktop,organic,2020-08-08T02:24:46,2022-11-04T23:28:52,0,medium,0
7260,Jennifer Lawrence,peter01@example.net,MX,27,25-34,2024-05-29,True,2,65.84,32.92,5.0,2024-01-18T23:59:26,2025-10-26T18:57:12,card,desktop,organic,Books,,8,mobile,organic,2020-02-10T08:22:08,2025-10-26T17:30:12,0,low,1
7261,William Cook MD,sharon45@example.net,FR,64,55+,2024-03-15,True,0,0.0,0.0,0.0,,,,,,,,4,mobile,direct,2021-01-06T17:11:16,2023-01-14T10:16:52,1,no_purchase,0
7262,Brooke Holt,roy00@example.net,NL,74,55+,2024-03-25,False,1,165.54,165.54,0.0,2023-04-04T15:53:36,2023-04-04T15:53:36,card,mobile,organic,Beauty,,3,mobile,organic,2023-04-04T13:11:36,2025-09-30T19:19:27,0,low,0
7263,Eric Myers,calvin64@example.net,SE,52,45-54,2021-08-02,False,1,38.13,38.13,0.0,2024-05-15T12:55:42,2024-05-15T12:55:42,card,desktop,paid,Electronics,2.0,6,desktop,paid,2020-01-14T19:06:33,2024-05-15T12:18:42,0,low,0
7264,Kayla Barron,dudleylisa@example.net,IN,68,55+,2021-02-09,False,2,777.13,388.56,7.5,2022-05-06T22:51:50,2025-07-13T09:20:05,card,mobile,direct,Fashion,,8,mobile,organic,2021-06-15T04:26:44,2025-07-13T07:42:05,0,medium,1
7265,Martin Perry,darin94@example.org,DE,63,55+,2024-07-03,True,1,232.6,232.6,0.0,2022-06-05T13:33:16,2022-06-05T13:33:16,card,mobile,direct,Electronics,,4,desktop,direct,2020-01-22T02:15:44,2025-03-31T19:32:03,0,medium,0
7266,Ryan Hale,justinjackson@example.com,AU,75,55+,2025-03-28,False,5,608.23,121.65,10.0,2020-04-30T00:38:56,2023-12-27T12:24:38,card,mobile,direct,Books,4.25,10,mobile,email,2020-04-30T00:07:56,2025-08-30T20:10:12,0,medium,1
7267,Joshua George Jr.,kimberly43@example.com,SE,64,55+,2025-03-03,True,2,229.04,114.52,7.5,2021-03-20T21:50:12,2024-09-01T07:00:00,card,mobile,email,Electronics,,6,mobile,organic,2020-07-19T14:59:32,2024-09-01T05:31:00,0,medium,1
7268,Beverly Donovan,greg23@example.net,US,60,55+,2022-11-09,True,0,0.0,0.0,0.0,,,,,,,,5,mobile,direct,2020-04-01T08:09:10,2025-04-23T22:56:49,1,no_purchase,0
7269,Jennifer Fuller,qayers@example.net,US,19,18-24,2023-06-25,True,2,77.8,38.9,0.0,2024-05-26T05:54:13,2025-07-02T10:19:47,card,desktop,email,Beauty,,5,mobile,organic,2021-04-03T14:40:30,2025-07-02T09:42:47,0,low,1
7270,Christopher Bryant,petercannon@example.net,MX,20,18-24,2020-03-13,True,1,37.79,37.79,15.0,2021-02-22T00:01:02,2021-02-22T00:01:02,card,tablet,direct,Home & Kitchen,,3,mobile,direct,2021-02-21T23:41:02,2022-05-27T19:17:07,0,low,0
7271,Crystal Galvan,todd11@example.org,PL,68,55+,2020-08-08,False,1,9.95,9.95,0.0,2021-09-09T13:16:33,2021-09-09T13:16:33,paypal,mobile,email,Books,,8,mobile,direct,2021-07-14T19:47:32,2025-04-01T00:14:20,0,low,0
7272,Ryan Carroll,tparker@example.org,BR,57,55+,2024-06-27,False,1,75.83,75.83,15.0,2020-05-30T21:51:04,2020-05-30T21:51:04,paypal,mobile,social,Books,,3,mobile,direct,2020-05-30T19:40:04,2024-03-10T08:43:14,0,low,0
7273,Jason Vasquez,opatel@example.net,IN,30,25-34,2020-03-05,True,1,122.71,122.71,0.0,2025-01-28T16:20:39,2025-01-28T16:20:39,paypal,desktop,paid,Fashion,,3,desktop,paid,2021-03-15T00:28:07,2025-01-28T15:27:39,0,low,0
7274,Bianca Madden,bethanybanks@example.org,BR,61,55+,2022-02-02,False,2,107.23,53.62,10.0,2023-08-14T00:14:16,2025-03-09T00:26:33,card,desktop,paid,Sports,4.5,5,desktop,social,2022-03-17T10:53:17,2025-09-04T19:24:50,0,low,1
7275,Brittany Smith,vazquezerica@example.net,US,32,25-34,2021-11-15,True,1,5.25,5.25,0.0,2022-07-17T18:39:48,2022-07-17T18:39:48,card,mobile,social,Books,3.0,2,mobile,direct,2022-07-17T17:43:48,2025-07-06T01:52:32,0,low,0
7276,Ryan Johnson,edward86@example.com,BR,72,55+,2022-07-27,False,3,123.4,41.13,5.0,2021-02-04T04:12:21,2022-11-27T14:30:06,card,mobile,email,Beauty,4.5,6,desktop,organic,2020-06-04T01:09:47,2022-11-27T13:32:06,0,low,1
7277,Linda Phillips,rmartinez@example.net,DE,24,18-24,2020-11-03,True,3,288.13,96.04,8.33,2020-01-08T05:41:28,2025-10-17T20:48:19,card,mobile,direct,Books,4.33,8,mobile,organic,2020-01-08T04:35:28,2025-10-17T18:44:19,0,medium,1
7278,Jessica Walter,hwright@example.net,DE,25,25-34,2023-09-21,True,0,0.0,0.0,0.0,,,,,,,,5,mobile,direct,2020-01-09T12:07:44,2024-03-06T13:34:35,1,no_purchase,0
7279,Donald Lewis,richardsmith@example.net,US,40,35-44,2021-11-07,True,1,249.75,249.75,15.0,2023-09-18T13:17:51,2023-09-18T13:17:51,card,mobile,email,Sports,,4,mobile,direct,2020-11-18T14:07:59,2023-09-21T16:55:18,0,medium,0
7280,David Gonzalez,stephaniebarnett@example.com,GB,51,45-54,2022-05-09,True,1,135.09,135.09,0.0,2022-09-08T04:05:45,2022-09-08T04:05:45,cod,mobile,organic,Home & Kitchen,,10,mobile,organic,2020-02-29T21:42:07,2024-06-18T20:37:13,0,low,0
7281,Michelle Mcguire,ericaelliott@example.com,JP,73,55+,2022-05-14,True,2,283.98,141.99,20.0,2022-12-06T07:50:48,2025-09-16T05:39:28,card,mobile,organic,Fashion,,5,mobile,paid,2020-03-18T11:30:52,2025-09-16T03:25:28,0,medium,1
